package_id,package_index,volume,source_file,start_page,end_page,tire_key,matched_tire_no,mapping_confidence,mapping_basis,alignment_score,tire_no_raw,size_raw,manufacturer_raw,brand_raw,construction_raw,load_range_raw,max_load_lb_raw,max_infl_psi_raw,aspect_ratio_raw,tra_rim_width_raw,shore_hardness_raw,run_no_raw,road_speed_mph_raw,water_depth_mil_raw,cold_infl_psi_raw,design_load_lb_raw,rim_width_in_raw,groove_depth_pct_raw,master_size,master_manufacturer,master_brand,master_construction,package_source_evidence_class,master_mapping_evidence_class
V08-P156,278,8,PB263447(1).pdf,156,163,TIRF-398,398,MEDIUM,sequence + partial metadata,63.33,3ge,G'R 10-14-,"Gt,{ """,RA.D\AL POW Ei<:STEEL,,-- -~ B,~COtL~~,. ~2>,,00 i6~,,"~9;~-r;4-7' =-', . ..","10 ,","--*:-, 2.0",~ix~=~4,"~zl,~~O",,~OO,GR70-14,Goodyear,Powersteel Radial WT.,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P164,279,8,PB263447(1).pdf,164,169,TIRF-400,400,LOW,sequence-dominant; weak OCR,0.0,595,,,",",,,,,,,( ),194B 911,- ~O,-N- ~O,2.4,,,100,GR70-14,Goodyear,Powersteel Belt Radial WT,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P170,280,8,PB263447(1).pdf,170,175,TIRF-400,400,LOW,sequence-dominant; weak OCR,0.0,395,,,,,",",,,,i,"( ) "" i",1-9 4«9 9\'2.,"'11""50 ~- I",--If- ~O,"- 24,",",",6.00,- 100,GR70-14,Goodyear,Powersteel Belt Radial WT,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P176,281,8,PB263447(1).pdf,176,181,TIRF-400,400,LOW,sequence-dominant; weak OCR,0.0,". ·~9·e,.",,,,,",",,,,I,"I ), .. (",{sso r ~~'.'.,"• --10 , .. - ..... ' ,",", 100.",.' Z4\ ~ I,",",", 6;00'",,GR70-14,Goodyear,Powersteel Belt Radial WT,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P182,282,8,PB263447(1).pdf,182,187,TIRF-400,400,LOW,sequence-dominant; weak OCR,0.0,.39~,,,:,,,,,,,( ),J992 '9$3,~ t.$ . .Ci ~,-.,2.4.,,E>.OO,1.00,GR70-14,Goodyear,Powersteel Belt Radial WT,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P188,283,8,PB263447(1).pdf,188,190,TIRF-400,400,LOW,sequence-dominant; weak OCR,0.0,"-a~.e,",,,,,,,,,,( ),1 99;( .,•.... ' ~ ~D,-,"',2,;4 ..",,6.0;'0,",U):O ,",GR70-14,Goodyear,Powersteel Belt Radial WT,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P191,284,8,PB263447(1).pdf,191,197,TIRF-400,400,HIGH,exact OCR tire number + sequence/metadata,195.81,400,~R10-14,"~y """,PoWER:5TEE':.L BEL'r,R,B,\~'2..0,~2.,<:;9.5,G..OO,"4.4- ( ') . v,",ess IS8(,"1I""~o ~",--,2.4,B,G.OO,100,GR70-14,Goodyear,Powersteel Belt Radial WT,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P198,285,8,PB263447(1).pdf,198,204,TIRF-401,401,HIGH,exact OCR tire number + sequence/metadata,156.58,401,"G~,e-IS",-- - GY,5U5URBAf\/ ~TE.C;L tl~e.,,B,", (0'2..0",32,,Co.c'O,"--.'~"". ss.~~",,,--11-20,24,B,"____ .... ~L6,O:o",,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P205,286,8,PB263447(1).pdf,205,210,TIRF-401,401,HIGH,exact OCR tire number + sequence/metadata,90.0,401,,,,"., -",,,,,..,( ),"G,4- 894 19",~ ~ ~. ~O,-II- '2.0,24,,6.00,100,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P211,287,8,PB263447(1).pdf,211,216,TIRF-401,401,HIGH,exact OCR tire number + sequence/metadata,90.0,401,,"""",,,,".. .. , "" ."", ;",,,,"( ) . ,",8915 19(05,"11""50 . ""","1.0 --H- ,",2.4,,6.00,100,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P217,288,8,PB263447(1).pdf,217,222,TIRF-401,401,LOW,sequence-dominant; weak OCR,0.0,40t,,,,,,,",-",,,"( ) ,- ,","19G,~ 91~",-11-';0 • •• • ••• ~ ~a,--If- :~O,24,,6.00,100,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P223,289,8,PB263447(1).pdf,223,228,TIRF-401,401,HIGH,exact OCR tire number + sequence/metadata,90.0,401,,"""",,,,,,,,( ).,1C9~1 ~1.;3,"11'""5 , """,-,24,,"6,00",100,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P229,290,8,PB263447(1).pdf,229,235,TIRF-402,402,HIGH,exact OCR tire number + sequence/metadata,160.91,402-,",8-IS ~R",GY,"5TEEL SU6L1~6A""'ITc.",R,B,"I G,'Z.O",~'2.,"74,S","e:,.oo",( ) . SS.~,19G>b 9'2. \,.. SO ' ~ ~,-,2.4,B,6.00,(00,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P236,291,8,PB263447(1).pdf,236,242,TIRF-403,403,HIGH,exact OCR tire number + sequence/metadata,159.14,4.03,"18,-\5 ~R -",GY ....,5UBUR8AN I TE:.. ~Tcc.L...,~,-- B,/(0'20,.. S~,,6.Qo,,,,---_··-''''''--l,.------------i t .... 4- 2.,-- B,,,GR78-15,Goodyear,Suburbanite Steel Belted Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P243,292,8,PB263447(1).pdf,243,250,TIRF-404,404,HIGH,exact OCR tire number + sequence/metadata,157.84,404,1-41B-IS,"~y """,e:. Pow C.USTOM,BB:,6,1110,~2,", . 75.7","G::a, 0()",( ) SG:t.~,154- 1859,"""--''''_. _ -. .-.. -,. ~ '--~-- ' ~O",-,2.4 ',6,5.00,100,H78-15,Goodyear,Custom Power Cushion,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P251,293,8,PB263447(1).pdf,251,267,TIRF-405,405,HIGH,exact OCR tire number + sequence/metadata,148.84,405,H lB-1S,""" ~y",e. POVJ RCU Cu~\O\''''',B6,B,1110,~2,"7 1S .. """,~.OO,"( ) 5(""'.0",/5 lSC:> 4 0,".. .- - - - . SO ,"" -~. ~",-,24,B,5.50,100,H78-15,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P268,294,8,PB263447(1).pdf,268,275,TIRF-406,406,MEDIUM,sequence + partial metadata,40.5,401,H 16-15,G.'{,POV-J E R CU CUSTOM,t3B,B,11/0,3'2..,,~.OO,"( ) 54.G,","18SC -, Co \",. SO I,--- 100 .'f1I[.:,24,B,I_DO,,H78-15,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P276,295,8,PB263447(1).pdf,276,283,TIRF-408,408,HIGH,exact OCR tire number + sequence/metadata,171.0,408,"H ""lB-IS",Gy,"CUSTOM POL'(""::l""TE",,~,Illo,32,,"c(',OO j","I ( ) , 57..0 I",157 1841,-- .. .. .. ~ ~O I,---,24,~,5.00,100,H78-15,Goodyear,Custom Polysteel Belted·,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P284,296,8,PB263447(1).pdf,284,291,TIRF-409,409,HIGH,exact OCR tire number + sequence/metadata,132.78,409,H -'B~IS,GY .,,,a. .-,\-'10,-.~ 02-,,"- (;,,00 _.","( ) ,- S~.~",,,"-""::'=:-",- 24,a. .-,- 5.50,100,H78-15,Goodyear,Custom Polysteel Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P292,297,8,PB263447(1).pdf,292,299,TIRF-410,410,HIGH,exact OCR tire number + sequence/metadata,161.48,410,l-l15-IS,GY,"=::, U C. TO pOLY~TE. ~,~",BE>,", B",\110,02-,",5*'7",I cD.OO,I ( ) 5 GP (P ..,"~184c;;, -J~o",. BO ~ I,-- ......,24 .-,", B",... : ~·50,100,H78-15,Goodyear,Custom Polysteel Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P300,298,8,PB263447(1).pdf,300,307,TIRF-411,411,HIGH,exact OCR tire number + sequence/metadata,174.53,411,"1-4""18-15",GY,CLJSTO~ POLY~TEE.L,~6 I,", ~",lliO,"-'- ~"".",I 15·7,"I Q:>,OO","I ), ( 5~,'2..",! J8S'L 1~2. :,.. .. . ' -~ ~O I,--,2.4,", ~","(,00",100,H78-15,Goodyear,Custom Polysteel Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P308,299,8,PB263447(1).pdf,308,314,TIRF-414,414,HIGH,sequence + strong metadata,90.95,4\4-,18-14 ~,DU,"ill&"" GOLD~E.A.L ~POR""",6,6,"I G,12..0",~2.,"""'S.9",600,,"l'?>G;,o 904 I",SO ~ I,40 -#- ...,-- 24,6,,- 100,G78-14,Dunlop,"Gold Seal ""78"" Sport",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P315,300,8,PB263447(1).pdf,315,320,TIRF-414,414,HIGH,exact OCR tire number + sequence/metadata,90.0,414-,,,,,,,,"""",,( ),"19 90S (.,(",.. . B'O ~,--#- 10,2.4-,,6.00,100,G78-14,Dunlop,"Gold Seal ""78"" Sport",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P321,301,8,PB263447(1).pdf,321,326,TIRF-414,414,HIGH,exact OCR tire number + sequence/metadata,90.0,414,,"""",4ii,,,,,,,"( . VAR) , ,I, ).",19~Z 90(D,.. . ~ ~O,2.0 -#-,·2.4 ',,6.00,100,G78-14,Dunlop,"Gold Seal ""78"" Sport",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P327,302,8,PB263447(1).pdf,327,333,TIRF-415,415,HIGH,exact OCR tire number + sequence/metadata,177.34,415,Gt1S-14,DU,~OlD. SEAL 1115'1.,B,e,I '2. CD 0,oZ,15.~,"G""OO",( ) VAR) . SS.S,55'2. 188;,. .. _4 ••••• 30,40 --If-,2..4-,e,<:0.00,100,G78-l4,Dunlop,"Gold Seal ""78"" Sport",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P334,303,8,PB263447(1).pdf,334,339,TIRF-417,417,LOW,sequence-dominant; weak OCR,0.0,4\S,,,,I,,,,,I,I ( ) I,"883 lSSG,",?>O ~ I,10 --/I-.,24,,"6,00",100,G78-14,Uniroyal,Fastrak Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P340,304,8,PB263447(1).pdf,340,345,TIRF-417,417,LOW,sequence-dominant; weak OCR,0.0,4\5,,,,,",",,,,I I,I ( ),188s j SS4 I,"- . , SO '",-#- 2.0,24,",",6.00,100,G78-14,Uniroyal,Fastrak Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P346,305,8,PB263447(1).pdf,346,353,TIRF-417,417,MEDIUM,sequence + partial metadata,79.92,"4',",.. G18-14,UN,e·EL. 'cO FA~TRA\o(,",-- 5B",,Cct'2..o I,'2.. '3,,"I c""oo j","I ( ) - S~.4- ,",1814- l''3~,"""----"" ?>O I",~-,-- 2.4,,-- ~.OO,jOO,G78-14,Uniroyal,Fastrak Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P354,306,8,PB263447(1).pdf,354,361,TIRF-418,418,HIGH,exact OCR tire number + sequence/metadata,162.82,418,18-15 ~,UN,eE.LTE:.D .. FA\~jTRA.K,,B,1(0'20,3 ?~,,- 50 5' ..,") I SS~~ I,",BI ~~~~-' I i,50 I,'00,2.4-,B,"~"""" 5.50",,G78-15,Uniroyal,Fastrak Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P362,307,8,PB263447(1).pdf,362,377,TIRF-419,419,MEDIUM,sequence + partial metadata,81.67,4 \9,AG::>o-\~,G.T,GRAeBE.r<'.. <:PO,,6,\0<00,52-,,I 5.So,"i i, ( ) 2. _"" ~o.","1""70 1'190",. - . ~ SO I,--,2.4-,6,S.~O,100,A60-13,General Tire,Grabber 60,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P378,308,8,PB263447(1).pdf,378,385,TIRF-421,421,HIGH,exact OCR tire number + sequence/metadata,171.34,4 '2.1,". G.t - 0 ·e, ,r - ... i::J l_)","Gt .,.. )",&0 G:tt<A~SER,I - B,B,\ c:D?..O . .,~~2..,,7.00,,,~O I,".... -.""..~",2..4- -.,B,,100,G60-15,General Tire,Grab ber 60,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P386,309,8,PB263447(1).pdf,386,393,TIRF-422,422,HIGH,exact OCR tire number + sequence/metadata,199.22,4'Z.'Z.,D70 - \4,LE.,MA.t-J H /:a...~D\...e. ~,B,B,1~2.o,32,~9.5,5.S0,( ) 51.0,1800 111-,?>O ~,-,32,B,S~SO,100,D70-14,Lee,Manhandler,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P394,310,8,PB263447(1).pdf,394,401,TIRF-423,423,HIGH,exact OCR tire number + sequence/metadata,180.17,42.3,E'lo-\4-,LE:,MAN \Z.. \-\ANDLIS,,", B",\Aoo,5'2. - -,,5.50,! ( ) S4.(~,1804- 14'2.,".' ."" SO ' ~ -~ ~ I","-.-..,.-:.",2.4,", B",,~OO,E70-14,Lee,Manhandler,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P402,311,8,PB263447(1).pdf,402,409,TIRF-424,424,HIGH,exact OCR tire number + sequence/metadata,166.71,4'2.4,G.lO -IS,LE.,== M A l--i !<. t-J t-.J A :J L.,B,. B,l(P'Z.O,"3"""" ""'-",,,,I 1870 11'3,",--- ' '"" ~ ~ :'0 I",-,"3"""" ""'-",. B,,100,G70-15,Lee,Manhandler,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P410,312,8,PB263447(1).pdf,410,417,TIRF-425,425,HIGH,exact OCR tire number + sequence/metadata,167.5,4'2.5,H IO-IS,LE.,A}J N R. J..4 A. E: 0 L. \~,B,", e",11/0,~2.,,(0.00,"( ) SG,.2. j i",JB4~ 9 '.2.. (D.,... . ~- ~O,-,2.4,", e",,,. H70-l5,Lee,Manhandler,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P418,313,8,PB263447(1).pdf,418,425,TIRF-427,427,MEDIUM,sequence + partial metadata,50.24,"4'2.""1",Fc:'O-\5,OU,"(.,:- ~'·A.L'~\~~ (.~~ ~ ~ \ ,) \ ;,r...- '-..,","::,~",- t;.>,1500,,51.~,5 CO. 0,"( ) , 54.&",18::''''' G>~CO,- ~ ~O,-~,'2..4-,- t;.>,"G,,50",100,F60-15,Dunlop,GT Qualifier,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P426,314,8,PB263447(1).pdf,426,433,TIRF-429,429,HIGH,exact OCR tire number + sequence/metadata,167.86,4'29,5R ISS i'2.,"t',/1 ;",ZX,,",","8G;-S ,","-- ~?(,.",,4.00,"I ') ( SG."",,~ I",IIB\ '118,"... "" "" ~O I",~~,",- 24","8G;-S ,",,100,155 SR12,Michelin,ZX,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P434,315,8,PB263447(1).pdf,434,444,TIRF-430,430,HIGH,sequence + strong metadata,122.77,,\4S5R13,M I,zx,R,__________ __ ~ ~ ~,"Bc,o",3 2-,"~~-----,~,.---f",4. 00,,"if Jj;,~r . . __ ._ I",SO,--,-'-'.- 2.4,__________ __ ~ ~ ~,"-,- 4.00",100,145SR13,Michelin,ZX,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P009,316,9,PB263448(1).pdf,9,15,TIRF-431,431,HIGH,sequence + strong metadata,102.86,~3\,ISSSRt4.,M:,ZX,~,,\0\0,3'2.,75.0,"4.0"":)",( ) 59.4,"!-- . . . :Sl~':' \ i •.• ..,",~O,-,2.4-,,4.50,100,155SR14,Michelin,ZX,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P016,317,9,PB263448(1).pdf,16,23,TIRF-432,432,HIGH,exact OCR tire number + sequence/metadata,134.81,43'2.,BR 00- !3,"c /'"" P. .....:::t -....- l.","-r ..' ""- R ;':.\C: L .~~ .-..:J."" ' f",,E-,..- -- :<r,,57.5,!I' C?OQ,"I'· ( ) i! , 4·.~.LL .","1--.-. 'J --r I:: ! ;-, 0-. .... i ;,","'. , , ~O",--,2.4,E-,(~.oJ,100,BR60-13,BF Goodrich,Radial T/A,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P024,318,9,PB263448(1).pdf,24,31,TIRF-435,435,LOW,sequence-dominant; weak OCR,12.0,4-oS,"...-.. ""? 2J- ~k' .... ~ ~..::' ..... :':""•.J","- - - L '.- ...... -... ""'""'1",". -- -- ' , ::: ;::<:. ~;:..~. C : ::.. , -, ~"" ~-- .'- ~\",II R.,"-- ,-",- .. :.) I,"-- , :..","4"""" I /.0","4. S:"") . I","-1 i ,.'<> ,( ) , \-\ :'\...3"" _, __~___ _ # • ~ ~<r'",--1 r-~~Q--' l.? ':.'. ~ ~~,-- ~-~- ~O,--,_u_ 24 !,"-- ,-","4- .... , ~. '} ,J ~ ~ ~",100,BR78-15,BF Goodrich,Lifesaver Radial XL-100',Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P032,319,9,PB263448(1).pdf,32,39,TIRF-438,438,HIGH,exact OCR tire number + sequence/metadata,139.0,438,£.'<:>-:5 LT,F\,"1- 0 .1::... ; :- ~~.J (~ ~ ~ (~ ~~""","DU ,.., 0",\...... 1-,-- ;Co70,' ...... NOTATIONS '::' .t....,6(P/2.. GT,GY 5.00,I KS ( ) 5 B. G:?,I~ 2>54 Il~,SO < •• .- • BB,--,II 35,\...... 1-,,,7.10-15LT,Firestone,Longhauler,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P040,320,9,PB263448(1).pdf,40,46,TIRF-439,439,MEDIUM,sequence + partial metadata,60.48,- ~.3~,LoT- <O.OO-l~,__1_- '. FI,"T F< --_. P-, \ \0, l',\ ~ ~,;- P::')",5,C,\4~?,"- . 4.v- ,~",,". 4 5""'-' - ""',..,","( ) S=s.r~,",18/7 ~-,:>0,_.- --,II 3S,C,S.SO,100,6.00-16LT,Firestone,Transport 11 0,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P047,321,9,PB263448(1).pdf,47,53,TIRF-440,440,HIGH,exact OCR tire number + sequence/metadata,135.57,4-40,14 L..T {.OO-,~::,"Z T S ';.' j.... .:J ';;':': iiO ~< ""T'""","I , E","f""""'I I"".;",\550,"(0,."")",,": ~,,:..~C)","i ..' ( ) -, ::J =~",,:>0,--,II 50,"f""""'I I"".;",5.··')0,100,7.00-14LT,Firestone,Transport 110,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P054,322,9,PB263448(1).pdf,54,60,TIRF-442,442,HIGH,exact OCR tire number + sequence/metadata,148.33,44-'2.,('2.-1<&.5 LT,Fl,,,0,,,,,KS ( ) -- r- :::::. '- I.,114'2.. \33 B,""" BB 30",100 P,II ..... t:': ::> .:) F,0,,,l2-16.5LT,Firestone,Transport Duplex,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P061,323,9,PB263448(1).pdf,61,67,TIRF-446,446,HIGH,exact OCR tire number + sequence/metadata,138.32,44G:7,"'2.. :)0 - \ ,~,",~y,PO B .JVi.l~:1 CU~7oN1.Gr,,B,. ....-1-- ~ ~,", ....- -- ~",85.Q,"4.5,J I ,-., I","! ( ) 5S,.~:;'",(-3- i-i9 I· ~,"... , ~O",--,2.4,B,4.00,100,6.00-12,Goodyear,Mini Custom GS Polyester,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P068,324,9,PB263448(1).pdf,68,75,TIRF-447,447,HIGH,exact OCR tire number + sequence/metadata,142.86,". 44""7 '","._I'W<t-,,"" .. ':>. ' :;;;, 0 C;;~ """,.~-~- GY --~.-~..=_.........~,"'5~-~J~""""_'< tv':; t:. C '.) ~: '--I","I ~~ B ,.n-""'.-..-""""':____",E~,",- i :::, NO'l'NI'I0NS .-~",,"..- 3"" - .----- . GT .' J>-_ _","~...- - GY 4,50",iI -_..J KS ( ) S5 ..~) :I,,,100 P,",- i :::, NO'l'NI'I0NS .-~",E~,4.00 N,,6.00-15,Goodyear,Mini Custom GS Polyester,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P076,325,9,PB263448(1).pdf,76,83,TIRF-448,448,MEDIUM,sequence + partial metadata,58.48,44B,",- F cPO-IS",,~T POLY~LA5,DU 53,,\SOO,"- -:'"" NOTATIONS .... r~",,GY i ~.SO,I KS ( ) 55.4,"..,_~,.:?~~~:_ G9? B",BB ~O .,R _.~.-,"24- F ,",,"'0,50 N",100 P,F60-15,Goodyear,Polyglas GT,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P084,326,9,PB263448(1).pdf,84,91,TIRF-449,449,HIGH,exact OCR tire number + sequence/metadata,147.14,449,H fO -14,"'. _. C"":ly","WIDE. C U T'I2..E.A::"" ~-::- ,':l~,-""",,\3,!llQ,.....- -:J.') NOTATIONS,-- -- ;>.7j l GT,".c.""'::;) GY i i !i ~","!I K'-' () .0 ~-:. ""","15'24. I~,B B","- :>0 , , BB",-- R,2..4- F,\3,",an.<::>.::J N",100 P,H70-14,Goodyear,Custom Wide Tread Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P092,327,9,PB263448(1).pdf,92,99,TIRF-450,450,HIGH,exact OCR tire number + sequence/metadata,145.61,450,B iB- \;4-,G'l :::.-:-,".,,:'.J'::, CU""STOM PO'-NER","j , I cE- ___,____IIL_~__","R ~.t:..,.;1",; S;.:> r,"- .._., ';' r",,"'::\... S::,","'-~- ') ( ;:.\ "" r.:~. ""-~.l - ""' ... I",E~- i45 :t~_,", ~O",--,- 2.4-,"R ~.t:..,.;1",4.=S:::::>,100,B78-14,Goodyear,Custom Power Cushion Polyg1as,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P100,328,9,PB263448(1).pdf,100,115,TIRF-451,451,HIGH,exact OCR tire number + sequence/metadata,101.28,4-51,,",.. v . ~",".~---- ...,...,--~- -'::':'.:;' ..:.·-J'S\....l\O~-.; CUS-i',~)~,' ~","IBe"" DTJ",8,"e..-1 I ."""" I:L i i ~~I .~.'","t -::;""."""" NOTATIONS",,"GY I, ~.OO","KS i -~ ( ) - G !. ,::;",cY:~:'> j I=-9 B,". "" BB ~O",100 P,2.4- F,8,"- :""':)0 N",,J78-14,Goodyear,Custom Power Cushion Polygla. ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P116,329,9,PB263448(1).pdf,116,122,TIRF-458,458,MEDIUM,sequence + partial metadata,76.43,4SB,"(;,15-\4",F\,DELUXE CHAM~!Of'-J,DU BB,'B,:G:>~O,3'2 NOTATIONS,"15 ::;, GT",". i GY G,.OO I","-..., I KS .- ( ) ::;. ,.;j)",95/.;.. 1 8~8 B,11'7;) . BE,-_.- R 1.0 -If-,24 F,'B,~'- 6.00 N,100 l',- G78-14,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P123,330,9,PB263448(1).pdf,123,128,TIRF-459,459,LOW,sequence-dominant; weak OCR,0.0,4SB,,,,',,,NOTATIONS,,I,I ( ),899 19S5 B,".. . .'-"" ~ ~ ?>O BB I",R --If- 20,24 F,,. 6.00 N,100 P,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P129,331,9,PB263448(1).pdf,129,134,TIRF-459,459,LOW,sequence-dominant; weak OCR,0.0,4SB,,,,DTJ,,,NOTATIONS,'. GT·,GY,KS ( ),900 19S{O B,"11""50 BB ,",R -II- '2.0,24 F,,6.00 N,100 P,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P135,332,9,PB263448(1).pdf,135,140,TIRF-459,459,LOW,sequence-dominant; weak OCR,0.0,4SB,,,,DU !,,,NOTATIONS,i .1 Gr;I,GY I,"KS i ( ) ;,",195/ ~Ol B,II -io - BB,R 20 -II-,2.4- F,,6.00 N,100 P,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P141,333,9,PB263448(1).pdf,141,146,TIRF-459,459,LOW,sequence-dominant; weak OCR,0.0,4SB,,,,DU· I,,,NOTATIONS,I GT,GY j,I KS -- ) ( I,I~SB 902- B,BO BB,R -H- 10,2.4 F,,G.OO N,100 P,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P147,334,9,PB263448(1).pdf,147,159,TIRF-459,459,LOW,sequence-dominant; weak OCR,0.0,4~8·,,,,DU.,,,NOTATIONS,", qT",", GY",II KS ( ) I,19s9 90~ B,". - BB , ~O",R --11-40,24 F,,6.00 N,100 P,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P160,335,9,PB263448(1).pdf,160,165,TIRF-459,459,HIGH,exact OCR tire number + sequence/metadata,90.0,4S9,,,,DU,,,NOTATIONS,GT,GY,KS ( ),1980 9'ZS B,"- .- - ?lO , BB",-- R,24 F,,"<:0,00 N",100 P -,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P166,336,9,PB263448(1).pdf,166,171,TIRF-459,459,HIGH,exact OCR tire number + sequence/metadata,90.0,459,,,,I DU.,,,NOTATIONS,GT,GY I,"KS , ( ) 1",19BI 92~ B,- II-~o BB I,- R,2.4 F,,"10,00 N",100 P,078-14,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
